user_id,txns,amount,failed_txns,kyc_status,risk_segment,chargebacks,disputed_amount,max_disputed,fraud_chargebacks,distinct_merchants_disputed,full_name,city,monthly_income,id_record_count,risk_score,risk_signals,risk_tier
USR45506,1,23948.77,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,216.49,216.49,0.0,1.0,,,,,10,no_kyc_record,LOW
USR49221,1,18876.92,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,211.84,211.84,0.0,1.0,,,,,10,no_kyc_record,LOW
USR91617,1,6354.56,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,205.54,205.54,0.0,1.0,,,,,10,no_kyc_record,LOW
USR23115,1,839.75,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,201.03,201.03,0.0,1.0,,,,,10,no_kyc_record,LOW
USR49499,1,911.0,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,193.15,193.15,0.0,1.0,,,,,10,no_kyc_record,LOW
USR95209,1,187.34,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,186.51,186.51,0.0,1.0,,,,,10,no_kyc_record,LOW
USR97108,1,4852.79,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,185.0,185.0,0.0,1.0,,,,,10,no_kyc_record,LOW
USR44631,1,9860.32,0,VERIFIED,HIGH,1.0,181.44,181.44,0.0,1.0,Priya Chahal,Bengaluru,18334.0,1.0,10,high_risk_segment,LOW
USR97854,1,17574.63,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,175.45,175.45,0.0,1.0,,,,,10,no_kyc_record,LOW
USR22518,1,13217.59,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,174.11,174.11,0.0,1.0,,,,,10,no_kyc_record,LOW
USR51721,2,28749.16,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,169.35,169.35,0.0,1.0,,,,,10,no_kyc_record,LOW
USR43152,2,12112.98,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,165.89,165.89,0.0,1.0,,,,,10,no_kyc_record,LOW
USR26666,1,18797.0,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,164.3,164.3,0.0,1.0,,,,,10,no_kyc_record,LOW
USR34618,1,13586.9,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,163.0,163.0,0.0,1.0,,,,,10,no_kyc_record,LOW
USR24025,1,24623.38,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,161.0,161.0,0.0,1.0,,,,,10,no_kyc_record,LOW
USR84061,2,27740.95,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,122.0,122.0,0.0,1.0,,,,,10,no_kyc_record,LOW
USR44018,2,21576.059999999998,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,119.0,119.0,0.0,1.0,,,,,10,no_kyc_record,LOW
USR60470,1,5382.66,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,90.88,90.88,0.0,1.0,,,,,10,no_kyc_record,LOW
USR65996,1,9685.01,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,50.0,50.0,0.0,1.0,,,,,10,no_kyc_record,LOW
USR84606,1,43.83,0,NO_KYC_RECORD,NO_KYC_RECORD,1.0,43.83,43.83,0.0,1.0,,,,,10,no_kyc_record,LOW
USR10078,1,13714.99,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Balvan Choudhary,Bengaluru,,1.0,10,high_risk_segment,LOW
USR10195,1,6109.15,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Unnati Shukla,Ludhiana,11451.0,1.0,10,high_risk_segment,LOW
USR10288,1,11412.83,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Eesha Gola,Jalandhar,,3.0,10,high_risk_segment,LOW
USR10347,1,13643.61,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Amruta Bobal,Chennai,12979.0,1.0,10,high_risk_segment,LOW
USR10393,1,11108.38,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Aarnav Aurora,Delhi,56752.0,1.0,10,high_risk_segment,LOW
USR10578,1,8187.0,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Darika Dugal,Jaipur,10741.0,1.0,10,high_risk_segment,LOW
USR10648,1,22831.88,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Nirja Handa,Pune,44123.0,2.0,10,high_risk_segment,LOW
USR10758,1,9689.46,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Bina De,Hyderabad,25232.0,2.0,10,high_risk_segment,LOW
USR11130,1,4254.29,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Sai Pai,Chennai,64822.0,2.0,10,high_risk_segment,LOW
USR11345,1,6840.25,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Jeevika Narayanan,Delhi,20584.0,1.0,10,high_risk_segment,LOW
USR11572,2,26031.89,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Fariq Rajan,Chennai,19481.0,1.0,10,high_risk_segment,LOW
USR11833,2,9973.75,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Charan Dhar,Chennai,19170.0,1.0,10,high_risk_segment,LOW
USR12091,1,23936.63,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Gunbir Mani,Chennai,26731.0,3.0,10,high_risk_segment,LOW
USR12408,1,10243.31,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Pallavi Agate,Hyderabad,18212.0,1.0,10,high_risk_segment,LOW
USR12563,1,1590.7,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Mekhala Sharma,Ludhiana,14493.0,1.0,10,high_risk_segment,LOW
USR12993,1,8213.09,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Vrinda Badal,Chennai,37018.0,1.0,10,high_risk_segment,LOW
USR13018,1,23344.4,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Pratyush Chada,Ludhiana,43360.0,1.0,10,high_risk_segment,LOW
USR13163,1,2689.82,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Jhalak Bora,Jalandhar,37399.0,1.0,10,high_risk_segment,LOW
USR13425,1,19047.71,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Dalaja Batra,Jalandhar,22969.0,1.0,10,high_risk_segment,LOW
USR13482,1,16164.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Charan Parmar,Mumbai,19589.0,1.0,10,high_risk_segment,LOW
USR13664,1,22782.29,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Matthew Zacharia,Ludhiana,31983.0,1.0,10,high_risk_segment,LOW
USR13668,1,17991.76,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Nitara Banerjee,Ludhiana,37498.0,1.0,10,high_risk_segment,LOW
USR14010,1,24943.76,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Ishita Ranganathan,Hyderabad,27580.0,1.0,10,high_risk_segment,LOW
USR14155,1,20658.18,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Tanvi Wadhwa,Amritsar,46257.0,1.0,10,high_risk_segment,LOW
USR14570,1,5759.81,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Aryan Warrior,Jalandhar,,1.0,10,high_risk_segment,LOW
USR15082,1,3490.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Krisha Seth,Hyderabad,33705.0,1.0,10,high_risk_segment,LOW
USR15299,1,11926.0,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Gauri Thaman,Kolkata,18827.0,1.0,10,high_risk_segment,LOW
USR15316,1,10175.28,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Jagvi Kaur,Delhi,26900.0,1.0,10,high_risk_segment,LOW
USR15326,1,293.73,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Adweta Naidu,Amritsar,,1.0,10,high_risk_segment,LOW
USR15564,1,9876.23,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Wakeeta Dutta,Jalandhar,24807.0,1.0,10,high_risk_segment,LOW
USR15799,1,23872.08,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Yasti Tella,Jaipur,40861.0,1.0,10,high_risk_segment,LOW
USR15833,1,148.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Udyati Keer,Jalandhar,23728.0,1.0,10,high_risk_segment,LOW
USR16471,1,16737.02,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Mekhala Tara,Jaipur,37187.0,1.0,10,high_risk_segment,LOW
USR16699,1,14301.17,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Udarsh Som,Bengaluru,14539.0,2.0,10,high_risk_segment,LOW
USR16700,1,11724.0,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Nandini Hans,Chennai,14766.0,1.0,10,high_risk_segment,LOW
USR16722,1,6315.28,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Kiaan Borra,Delhi,,1.0,10,high_risk_segment,LOW
USR16855,1,8632.82,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Ansh Sur,Mumbai,7934.0,1.0,10,high_risk_segment,LOW
USR16990,1,20093.77,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Ishani Chandran,Amritsar,19120.0,1.0,10,high_risk_segment,LOW
USR17397,1,21851.21,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Lucky Raju,Jaipur,56944.0,1.0,10,high_risk_segment,LOW
USR17495,1,19479.66,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Zarna Setty,Kolkata,59400.0,1.0,10,high_risk_segment,LOW
USR17675,1,23420.0,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Ishanvi Shere,Mumbai,11013.0,1.0,10,high_risk_segment,LOW
USR17677,1,19953.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Bhanumati Thaman,Kolkata,20115.0,1.0,10,high_risk_segment,LOW
USR17977,2,11605.98,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Sanaya Roy,Delhi,18229.0,1.0,10,high_risk_segment,LOW
USR17979,1,24820.87,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Jagvi Deol,Lucknow,37766.0,1.0,10,high_risk_segment,LOW
USR18286,1,17041.56,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Gaurika Anne,Kolkata,42079.0,1.0,10,high_risk_segment,LOW
USR18341,1,13375.11,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Kavya Oommen,Mumbai,13070.0,2.0,10,high_risk_segment,LOW
USR18418,1,14740.19,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Vrishti Chaudry,Kolkata,56033.0,1.0,10,high_risk_segment,LOW
USR18509,1,9805.61,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Falak Solanki,Jaipur,14043.0,1.0,10,high_risk_segment,LOW
USR18559,2,20365.97,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Raagini Parekh,Jaipur,30071.0,1.0,10,high_risk_segment,LOW
USR18778,1,18880.39,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Hemangini Sura,Kolkata,22501.0,1.0,10,high_risk_segment,LOW
USR19598,1,3304.98,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Faris Srivastava,Kolkata,82209.0,2.0,10,high_risk_segment,LOW
USR20036,1,150.78,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Ganga Varty,Bengaluru,59902.0,1.0,10,high_risk_segment,LOW
USR20053,1,22433.49,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Ekavir Suri,Pune,9744.0,4.0,10,high_risk_segment,LOW
USR20071,1,4552.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Ishanvi Naik,Pune,28529.0,1.0,10,high_risk_segment,LOW
USR20196,1,18158.8,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Nihal Srinivas,Delhi,35147.0,1.0,10,high_risk_segment,LOW
USR20312,1,18842.1,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Baljiwan Korpal,Kolkata,,1.0,10,high_risk_segment,LOW
USR20415,1,6795.2,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Faqid Dave,Delhi,30991.0,2.0,10,high_risk_segment,LOW
USR20434,1,8761.16,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Radha Bose,Lucknow,28976.0,2.0,10,high_risk_segment,LOW
USR20536,1,15380.68,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Alexander Nagi,Mumbai,5000.0,2.0,10,high_risk_segment,LOW
USR20793,2,32274.43,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Zarna Sankaran,Kolkata,9798.0,1.0,10,high_risk_segment,LOW
USR21453,1,6911.48,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Vedika Ratti,Mumbai,49189.0,1.0,10,high_risk_segment,LOW
USR21526,1,4656.98,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Karan Devan,Mumbai,21380.0,1.0,10,high_risk_segment,LOW
USR21623,2,15510.619999999999,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Bhavika Brahmbhatt,Ludhiana,47279.0,1.0,10,high_risk_segment,LOW
USR21723,1,11680.32,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Lipika Yohannan,Amritsar,10413.0,1.0,10,high_risk_segment,LOW
USR21793,1,1972.62,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Chakradhar Barad,Bengaluru,38738.0,1.0,10,high_risk_segment,LOW
USR22006,1,13.94,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Faqid Kuruvilla,Jalandhar,39225.0,1.0,10,high_risk_segment,LOW
USR22264,1,22033.63,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Yug Tripathi,Jalandhar,40316.0,1.0,10,high_risk_segment,LOW
USR22348,1,20297.15,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Laban Chada,Mumbai,36274.0,2.0,10,high_risk_segment,LOW
USR22381,1,14988.1,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Vasatika Barad,Bengaluru,22484.0,1.0,10,high_risk_segment,LOW
USR22664,1,7154.81,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Bimala Bala,Ludhiana,28908.0,1.0,10,high_risk_segment,LOW
USR22880,1,14580.21,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Harini Tiwari,Mumbai,143254.0,1.0,10,high_risk_segment,LOW
USR23318,1,2277.11,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Charles Som,Delhi,18344.0,2.0,10,high_risk_segment,LOW
USR23402,2,24211.88,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Tarak Chaudhry,Chennai,16179.0,1.0,10,high_risk_segment,LOW
USR23611,1,11471.13,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Barkha Bhat,Bengaluru,18704.0,1.0,10,high_risk_segment,LOW
USR23715,1,5436.43,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Tanmayi Shanker,Jaipur,33243.0,1.0,10,high_risk_segment,LOW
USR23853,1,7563.89,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Lekha Memon,Lucknow,27203.0,1.0,10,high_risk_segment,LOW
USR23863,2,20891.49,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Balvan Chhabra,Jalandhar,22710.0,1.0,10,high_risk_segment,LOW
USR24307,1,18106.16,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Sneha Korpal,Jalandhar,10431.0,1.0,10,high_risk_segment,LOW
USR24396,1,7444.86,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Daksha Natt,Jalandhar,43037.0,1.0,10,high_risk_segment,LOW
USR24780,1,5825.93,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Imaran Ramesh,Chennai,10768.0,1.0,10,high_risk_segment,LOW
USR24970,1,22157.67,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Max Prabhakar,Hyderabad,48596.0,1.0,10,high_risk_segment,LOW
USR25058,1,5311.13,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Banjeet Banik,Ludhiana,42091.0,1.0,10,high_risk_segment,LOW
USR25279,1,17711.89,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Agastya Sant,Amritsar,30600.0,1.0,10,high_risk_segment,LOW
USR25637,1,20680.48,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Nitesh Venkataraman,Amritsar,48145.0,1.0,10,high_risk_segment,LOW
USR25771,1,23178.49,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Matthew Shetty,Amritsar,18263.0,2.0,10,high_risk_segment,LOW
USR25832,1,2507.3,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Mohini Lal,Mumbai,31893.0,2.0,10,high_risk_segment,LOW
USR26165,1,9858.15,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Michael Panchal,Ludhiana,18104.0,3.0,10,high_risk_segment,LOW
USR26299,1,18355.33,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Shaurya Yogi,Kolkata,,1.0,10,high_risk_segment,LOW
USR26701,1,13291.06,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Amruta Tailor,Lucknow,42000.0,1.0,10,high_risk_segment,LOW
USR26894,2,23378.02,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Jyoti Jani,Kolkata,12421.0,1.0,10,high_risk_segment,LOW
USR26901,1,11286.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Waida Nair,Hyderabad,16710.0,1.0,10,high_risk_segment,LOW
USR26970,1,11268.91,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Amrita Bhat,Jalandhar,20843.0,1.0,10,high_risk_segment,LOW
USR27253,1,9644.96,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Vrishti Ram,Bengaluru,94061.0,2.0,10,high_risk_segment,LOW
USR27359,1,12991.12,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Gopal Mani,Pune,57158.0,1.0,10,high_risk_segment,LOW
USR27388,1,9224.44,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Nitesh Parekh,Lucknow,,2.0,10,high_risk_segment,LOW
USR27405,1,3757.93,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Devansh Samra,Kolkata,65810.0,1.0,10,high_risk_segment,LOW
USR27836,2,14965.260000000002,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Zehaan Borde,Bengaluru,11157.0,2.0,10,high_risk_segment,LOW
USR27842,1,20599.17,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Bimala Golla,Mumbai,50893.0,1.0,10,high_risk_segment,LOW
USR28057,1,179.64,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Abeer Mangal,Ludhiana,52652.0,1.0,10,high_risk_segment,LOW
USR28290,1,22872.46,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Anusha Chaudhuri,Amritsar,29340.0,2.0,10,high_risk_segment,LOW
USR28460,1,14151.56,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Lopa Nigam,Bengaluru,33400.0,1.0,10,high_risk_segment,LOW
USR28574,1,8537.78,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Mohini Ghose,Amritsar,29266.0,2.0,10,high_risk_segment,LOW
USR28733,1,5275.09,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Waida Sule,Pune,31029.0,1.0,10,high_risk_segment,LOW
USR29065,1,3253.28,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Vedant Shenoy,Bengaluru,31980.0,1.0,10,high_risk_segment,LOW
USR29080,2,4996.22,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Pooja Bhargava,Chennai,12288.0,1.0,10,high_risk_segment,LOW
USR29221,1,3728.41,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Hemani Deol,Hyderabad,35263.0,2.0,10,high_risk_segment,LOW
USR29588,1,20226.0,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Anay Jani,Delhi,39149.0,1.0,10,high_risk_segment,LOW
USR29729,1,7576.31,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Chaman Bajaj,Hyderabad,7935.0,2.0,10,high_risk_segment,LOW
USR29794,1,5950.09,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Warhi Sandhu,Hyderabad,21757.0,1.0,10,high_risk_segment,LOW
USR29915,1,14494.92,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Anusha Devi,Kolkata,17164.0,1.0,10,high_risk_segment,LOW
USR30149,1,20280.95,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Veer Mand,Hyderabad,25616.0,2.0,10,high_risk_segment,LOW
USR30297,1,14416.46,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Naksh Ram,Jalandhar,32467.0,2.0,10,high_risk_segment,LOW
USR31418,1,1520.31,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Azaan Iyer,Hyderabad,7327.0,1.0,10,high_risk_segment,LOW
USR31488,1,21310.36,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Falan Edwin,Amritsar,24764.0,1.0,10,high_risk_segment,LOW
USR31804,2,22245.01,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Ishita Salvi,Pune,78756.0,2.0,10,high_risk_segment,LOW
USR31981,1,23155.56,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Faras Sibal,Ludhiana,22619.0,1.0,10,high_risk_segment,LOW
USR32152,1,24914.07,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Abhimanyu Chada,Lucknow,,1.0,10,high_risk_segment,LOW
USR32193,1,14065.6,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Oni Sharma,Chennai,23192.0,3.0,10,high_risk_segment,LOW
USR32212,1,13766.81,0,REJECTED,HIGH,0.0,0.0,0.0,0.0,0.0,Kashish Palla,Mumbai,14204.0,1.0,10,high_risk_segment,LOW
USR32326,1,18730.13,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Fiyaz Vaidya,Lucknow,46756.0,1.0,10,high_risk_segment,LOW
USR32405,1,18069.86,1,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Noah Ahuja,Pune,19786.0,1.0,10,high_risk_segment,LOW
USR32683,1,1131.01,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Inaya Sharma,Ludhiana,,1.0,10,high_risk_segment,LOW
USR33009,1,18215.06,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Chaman Bora,Ludhiana,113037.0,1.0,10,high_risk_segment,LOW
USR33158,1,9104.83,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Advika Solanki,Jaipur,,2.0,10,high_risk_segment,LOW
USR33213,1,1367.76,0,IN_REVIEW,HIGH,0.0,0.0,0.0,0.0,0.0,Harinakshi Bhalla,Kolkata,19013.0,2.0,10,high_risk_segment,LOW
USR33364,1,3860.35,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Udarsh Pathak,Kolkata,46120.0,1.0,10,high_risk_segment,LOW
USR33488,1,14022.97,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Isaac Pandya,Hyderabad,31302.0,1.0,10,high_risk_segment,LOW
USR33636,1,10362.78,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Lohit Pandey,Delhi,24026.0,1.0,10,high_risk_segment,LOW
USR33680,1,14227.35,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Yashasvi Sahota,Chennai,25160.0,1.0,10,high_risk_segment,LOW
USR33735,1,9632.18,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Urishilla Sahota,Mumbai,9793.0,1.0,10,high_risk_segment,LOW
USR33744,1,13492.68,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Mahika Gandhi,Chennai,10228.0,2.0,10,high_risk_segment,LOW
USR33955,1,22831.02,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Eshana Datta,Kolkata,53135.0,1.0,10,high_risk_segment,LOW
USR34086,1,23661.99,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Jyoti Sanghvi,Jalandhar,19670.0,1.0,10,high_risk_segment,LOW
USR34108,1,13197.25,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Upkaar Varghese,Ludhiana,16600.0,1.0,10,high_risk_segment,LOW
USR34218,1,14888.21,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Charvi Banerjee,Jalandhar,99305.0,1.0,10,high_risk_segment,LOW
USR34686,1,17698.8,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Abeer Uppal,Chennai,27689.0,1.0,10,high_risk_segment,LOW
USR34759,1,4776.8,0,PENDING,HIGH,0.0,0.0,0.0,0.0,0.0,Anay Ravi,Jaipur,20185.0,2.0,10,high_risk_segment,LOW
USR34811,1,5813.3,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Aishani Bhat,Kolkata,9556.0,1.0,10,high_risk_segment,LOW
USR35002,1,20049.83,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Harshil Bhardwaj,Ludhiana,22799.0,2.0,10,high_risk_segment,LOW
USR35188,1,992.59,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Nakul Jhaveri,Bengaluru,27000.0,1.0,10,high_risk_segment,LOW
USR35239,1,1770.3,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Anusha Bhardwaj,Amritsar,17281.0,1.0,10,high_risk_segment,LOW
USR35487,2,39074.44,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Isaac Contractor,Mumbai,40304.0,1.0,10,high_risk_segment,LOW
USR35920,1,6054.91,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Ekta Sodhi,Hyderabad,68578.0,3.0,10,high_risk_segment,LOW
USR36041,2,31572.62,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Anay Batra,Pune,21784.0,1.0,10,high_risk_segment,LOW
USR36289,1,17985.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Elijah Kashyap,Hyderabad,14980.0,1.0,10,high_risk_segment,LOW
USR36510,1,7022.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Abeer Warrior,Jalandhar,23592.0,1.0,10,high_risk_segment,LOW
USR37376,1,24539.0,0,VERIFIED,HIGH,0.0,0.0,0.0,0.0,0.0,Harshil Kaur,Lucknow,,1.0,10,high_risk_segment,LOW
