user_id,user_id_raw,full_name,pan,pan_status,aadhaar_last4,aadhaar_status,date_of_birth,dob_invalid,age,city,state,city_state_mismatch,monthly_income,income_was_negative,occupation,signup_timestamp,signup_in_future,kyc_status,risk_segment,id_record_count
USR21785,USR21785,Yuvraj Chauhan,BCECE4100O,VALID,3413,VALID,1990-11-09,False,35.4,Mumbai,Maharashtra,False,27613.0,False,Freelancer,2025-06-17 20:27:51,False,PENDING,LOW,2
USR21787,USR21787,Vedhika Sharaf,USHHT1155R,VALID,4291,VALID,1966-02-09,False,60.1,Pune,Maharashtra,False,63550.0,False,Gig Worker,2024-09-25 21:02:00,False,VERIFIED,LOW,1
USR21789,usr21789,Krishna Dey,QTKJV4136A,VALID,3529,VALID,,False,,Ludhiana,Punjab,False,38213.0,False,Gig Worker,,False,VERIFIED,MEDIUM,2
USR21793,USR21793,Chakradhar Barad,QLGTF6766B,VALID,,MISSING,1997-11-28,False,28.3,Bengaluru,Karnataka,False,38738.0,False,Unemployed,,False,VERIFIED,HIGH,1
USR21795,USR 21795,Samesh Babu,GYWFN6405H,VALID,7502,VALID,,False,,Mumbai,Maharashtra,False,,False,Gig Worker,2026-03-04 22:54:36,False,VERIFIED,LOW,1
USR21800,USR-21800,Eshana Bobal,ZXVDD0730A,VALID,4818,VALID,1961-08-20,False,64.6,Ludhiana,Punjab,False,22800.0,False,Retired,2026-03-23 00:00:00,False,VERIFIED,LOW,1
USR21801,usr_21801,Jack Acharya,WLQWN4859X,VALID,9181,VALID,1982-08-18,False,43.6,Bengaluru,Karnataka,False,38348.0,False,Retired,,False,VERIFIED,LOW,1
USR21809,USR21809,Nitara Dayal,SYQPK3848Y,VALID,,MISSING,1973-03-01,False,53.1,Lucknow,Uttar Pradesh,False,29844.0,False,Retired,2025-11-08 00:00:00,False,REJECTED,LOW,1
USR21814,usr21814,Gauri Dara,,INVALID,9513,VALID,1975-12-05,False,50.3,Amritsar,Punjab,False,29300.0,False,Freelancer,2026-02-15 16:54:55,False,REJECTED,HIGH,3
USR21819,usr21819,Krish Sekhon,FQBKU8719K,VALID,3742,VALID,1978-10-02,False,47.5,Lucknow,Uttar Pradesh,False,18600.0,False,Farmer,2025-11-26 23:50:28,False,VERIFIED,MEDIUM,2
USR21820,USR21820,Nakul Mall,WUVMU6776J,VALID,0812,VALID,1982-09-17,False,43.5,Bengaluru,Karnataka,False,50810.0,False,Student,2026-03-25 00:00:00,False,IN_REVIEW,MEDIUM,1
USR21826,USR 21826,Bishakha Chander,NLDWF9637K,VALID,6040,VALID,2003-06-19,False,22.8,Mumbai,Maharashtra,False,28028.0,False,Salaried,2025-12-15 00:00:00,False,VERIFIED,LOW,1
USR21834,USR21834,Neelima Chaudhari,HEIZA8543E,VALID,,INVALID,,False,,Hyderabad,Telangana,False,39824.0,False,Student,2025-09-28 00:00:00,False,VERIFIED,LOW,1
USR21840,USR21840,Timothy Sibal,OHUQU5502Q,VALID,,MISSING,2004-09-16,False,21.5,Pune,Maharashtra,False,7000.0,False,Gig Worker,2025-12-31 23:41:00,False,VERIFIED,LOW,2
USR21842,USR 21842,Sarthak Rajan,FQJIU3895I,VALID,,INVALID,2004-04-29,False,21.9,Pune,Maharashtra,False,,False,Business Owner,,False,VERIFIED,LOW,2
USR21848,USR21848,Ojas Sharaf,QENNA5581O,VALID,4334,VALID,,False,,Bengaluru,Karnataka,False,10700.0,False,Retired,2024-12-06 00:00:00,False,VERIFIED,LOW,1
USR21852,USR-21852,Triveni Brahmbhatt,JJQRD5748E,VALID,,INVALID,1975-02-12,False,51.1,Bengaluru,Karnataka,False,82557.0,False,Unemployed,2024-08-14 01:35:43,False,VERIFIED,LOW,1
USR21856,USR21856,Nitara Kaul,UYOWD7372O,VALID,,MISSING,2006-02-19,False,20.1,Lucknow,Uttar Pradesh,False,59091.0,False,Student,2024-01-02 00:00:00,False,IN_REVIEW,LOW,1
USR21857,USR21857,Gagan Chawla,RQBHV8244K,VALID,5006,VALID,1998-08-11,False,27.6,Pune,Maharashtra,False,,False,Salaried,2024-12-14 00:00:00,False,VERIFIED,MEDIUM,1
USR21860,USR21860,Watika Khare,REQBF4149Y,VALID,0854,VALID,1976-07-21,False,49.7,Bengaluru,Karnataka,False,24385.0,False,Student,2024-12-29 17:38:00,False,VERIFIED,LOW,1
USR21871,usr_21871,Shaurya Salvi,,MISSING,6894,VALID,1963-05-25,False,62.9,Delhi,Delhi,False,12368.0,False,Retired,2024-06-15 00:00:00,False,VERIFIED,LOW,1
USR21878,USR21878,Suhani Bhatt,BDYIL4014C,VALID,7055,VALID,2001-10-07,False,24.5,Jaipur,Rajasthan,False,21596.0,False,Retired,2025-03-03 20:54:46,False,IN_REVIEW,LOW,1
USR21884,USR 21884,Diya Hans,,MISSING,1107,VALID,1974-11-21,False,51.4,Lucknow,Uttar Pradesh,False,34444.0,False,Freelancer,2025-11-16 00:00:00,False,VERIFIED,MEDIUM,2
USR21887,USR21887,Vedika Reddy,ZPNRA7320L,VALID,9790,VALID,2007-01-08,False,19.2,Ludhiana,Punjab,False,21607.0,False,Gig Worker,,False,VERIFIED,LOW,1
USR21889,USR21889,Charita Anne,BOFXZ1405S,VALID,3740,VALID,1983-04-28,False,42.9,Lucknow,Uttar Pradesh,False,41500.0,False,Student,2024-05-29 00:00:00,False,VERIFIED,LOW,1
USR21891,USR21891,Waida Bhatnagar,NJTLV8958D,VALID,8513,VALID,1977-05-03,False,48.9,Jalandhar,Punjab,False,26394.0,False,Unemployed,2024-02-18 00:00:00,False,VERIFIED,LOW,1
USR21898,usr21898,Kamala Chahal,MRWEA1751B,VALID,7159,VALID,1962-06-05,False,63.8,Lucknow,Uttar Pradesh,False,11286.0,False,Farmer,2024-07-12 19:01:02,False,VERIFIED,LOW,1
USR21899,USR21899,Amara Bobal,JYEWD8475V,VALID,3187,VALID,,False,,Lucknow,Uttar Pradesh,False,22172.0,False,Unemployed,2025-07-19 00:00:00,False,VERIFIED,LOW,1
USR21901,USR21901,Vedhika Jaggi,DTDLL4178E,VALID,,INVALID,1975-06-22,False,50.8,Pune,Maharashtra,False,34940.0,False,Student,2024-10-31 00:00:00,False,VERIFIED,UNKNOWN,1
USR21903,usr21903,Anamika Tank,KCINX1874L,VALID,8870,VALID,1994-11-27,False,31.3,Lucknow,Uttar Pradesh,False,25423.0,False,Farmer,2025-10-21 04:49:20,False,VERIFIED,UNKNOWN,1
USR21912,USR21912,Hitesh Misra,ILBMH7982Q,VALID,9093,VALID,1992-07-01,False,33.7,Ludhiana,Punjab,False,22092.0,False,Business Owner,2024-09-20 00:00:00,False,VERIFIED,UNKNOWN,1
USR21913,USR21913,Oliver Dass,AQUFF0348P,VALID,,MISSING,1968-12-20,False,57.3,Delhi,Delhi,False,9196.0,False,Farmer,2025-11-01 00:00:00,False,VERIFIED,LOW,1
USR21919,USR21919,Upasna Prasad,LAQHG9273I,VALID,0077,VALID,1963-08-13,False,62.6,Amritsar,Punjab,False,19211.0,False,Gig Worker,,False,VERIFIED,HIGH,1
USR21925,USR 21925,Balhaar Brahmbhatt,FLLDV8915G,VALID,6078,VALID,1979-09-21,False,46.5,Jalandhar,Punjab,False,23443.0,False,Freelancer,2025-12-29 00:00:00,False,VERIFIED,LOW,4
USR21937,USR21937,Akshay Mand,RWHMR1014C,VALID,2928,VALID,2007-11-11,False,18.4,Bengaluru,Karnataka,False,32405.0,False,Student,2024-09-11 13:59:58,False,VERIFIED,LOW,1
USR21939,21939,Bhavika Dhar,QPPQO0899T,VALID,,MISSING,1995-06-15,False,30.8,Pune,Maharashtra,False,34890.0,False,Retired,2024-01-24 00:00:00,False,PENDING,MEDIUM,1
USR21940,USR-21940,Rachit Atwal,TROEG4183V,VALID,0760,VALID,1971-03-03,False,55.1,Jaipur,Rajasthan,False,31300.0,False,Salaried,2026-01-20 06:42:33,False,VERIFIED,LOW,2
USR21951,USR21951,Jeet Rai,LGRVL3326Z,VALID,,INVALID,1991-09-17,False,34.5,Jaipur,Rajasthan,False,29972.0,False,Retired,2025-10-05 00:00:00,False,IN_REVIEW,LOW,2
USR21953,USR21953,Hiral Basu,,INVALID,7707,VALID,1995-10-05,False,30.5,Amritsar,Punjab,False,14539.0,False,Unemployed,2024-08-16 00:00:00,False,VERIFIED,MEDIUM,1
USR21956,21956,Hritik Dutta,LWWCG3624N,VALID,7080,VALID,,False,,Bengaluru,Karnataka,False,13705.0,False,Student,2024-11-08 23:30:00,False,IN_REVIEW,LOW,1
USR21962,USR21962,Hitesh Lal,YDEPY6944I,VALID,0782,VALID,2001-11-08,False,24.4,Chennai,Tamil Nadu,False,42552.0,False,Gig Worker,2025-03-24 00:00:00,False,VERIFIED,LOW,1
USR21968,USR21968,Gautam Dixit,SMLQK4556N,VALID,9547,VALID,1985-06-23,False,40.8,Hyderabad,Telangana,False,,False,Retired,2025-09-22 00:00:00,False,VERIFIED,MEDIUM,2
USR21969,usr21969,Vidhi Murty,BUBCR3606N,VALID,3424,VALID,1965-04-05,False,61.0,Chennai,Tamil Nadu,False,28909.0,False,Retired,2025-05-03 00:00:00,False,VERIFIED,LOW,1
USR21975,USR21975,Ekta Deep,IWNGP7854Q,VALID,2753,VALID,1970-05-09,False,55.9,Kolkata,West Bengal,False,19118.0,False,Salaried,2026-01-22 23:33:00,False,VERIFIED,MEDIUM,3
USR21982,USR21982,Varenya Brahmbhatt,JJRVX7813Z,VALID,6068,VALID,,False,,Pune,Maharashtra,False,15131.0,False,Student,2024-03-22 05:32:54,False,VERIFIED,MEDIUM,1
USR21984,USR21984,Thomas Sama,YTJXA9134D,VALID,9483,VALID,1974-01-13,False,52.2,Chennai,Tamil Nadu,False,22551.0,False,Student,2025-11-01 23:31:00,False,VERIFIED,LOW,1
USR21985,USR21985,Krishna Dubey,VXLNZ7208X,VALID,8124,VALID,1986-03-12,False,40.1,Chennai,Tamil Nadu,False,35934.0,False,Freelancer,2024-10-28 00:00:00,False,VERIFIED,LOW,1
USR21987,usr_21987,Ridhi Nadig,CPSBL1523N,VALID,4542,VALID,2003-06-24,False,22.8,Mumbai,Maharashtra,False,54543.0,False,Student,2026-02-10 00:00:00,False,VERIFIED,HIGH,1
USR21989,usr21989,Isaac Kala,XVGDS0662T,VALID,,MISSING,1986-09-29,False,39.5,Mumbai,Maharashtra,False,87868.0,False,Self Employed,2024-04-30 03:14:09,False,VERIFIED,LOW,1
USR21993,USR21993,Kavya Subramanian,YREOK1064H,VALID,0600,VALID,1967-09-26,False,58.5,Jalandhar,Punjab,False,17623.0,False,Unemployed,2024-11-20 00:00:00,False,VERIFIED,LOW,1
USR22002,usr22002,Aarnav Datta,JEGDW7464W,VALID,4333,VALID,1987-09-30,False,38.5,Delhi,Delhi,False,26300.0,False,Gig Worker,,False,REJECTED,MEDIUM,1
USR22003,USR22003,Ojas Sha,WYASE6423Y,VALID,,INVALID,1991-10-19,False,34.4,Lucknow,Uttar Pradesh,False,31493.0,False,Freelancer,2025-07-07 00:00:00,False,VERIFIED,LOW,3
USR22006,USR22006,Faqid Kuruvilla,,INVALID,3944,VALID,1983-04-09,False,43.0,Jalandhar,Punjab,False,39225.0,False,Salaried,,False,PENDING,HIGH,1
USR22008,USR22008,Shivansh Narayan,,MISSING,1130,VALID,1991-08-09,False,34.6,Ludhiana,Punjab,False,22300.0,False,Gig Worker,2025-11-13 23:55:00,False,VERIFIED,LOW,1
USR22011,USR22011,Fariq Seth,VMODF0322B,VALID,7862,VALID,1974-10-08,False,51.5,Jalandhar,Punjab,False,24600.0,False,Student,2025-02-11 00:00:00,False,VERIFIED,MEDIUM,1
USR22012,usr22012,Anvi Rout,NSSFV9232F,VALID,3451,VALID,2003-06-14,False,22.8,Kolkata,West Bengal,False,29170.0,False,Student,2024-08-14 00:00:00,False,VERIFIED,LOW,1
USR22013,USR22013,Balveer Mital,,INVALID,2455,VALID,2006-06-20,False,19.8,Jaipur,Rajasthan,False,12511.0,False,Freelancer,2026-01-12 00:00:00,False,PENDING,LOW,1
USR22019,USR22019,Luke Sachdev,,INVALID,5966,MASKED,1979-09-19,False,46.5,Mumbai,Maharashtra,False,20416.0,False,Retired,2025-09-14 00:00:00,False,VERIFIED,LOW,2
USR22020,USR 22020,Jasmit Nigam,OMACU0572O,VALID,,MISSING,1996-04-02,False,30.0,Mumbai,Maharashtra,False,,False,Business Owner,2025-07-14 17:26:00,False,VERIFIED,MEDIUM,1
USR22024,usr22024,Aryan Chatterjee,XEEHP3465G,VALID,2637,VALID,1992-07-05,False,33.7,Kolkata,West Bengal,False,40118.0,False,Salaried,2025-08-15 11:57:49,False,PENDING,MEDIUM,2
USR22027,USR22027,Anya Chada,NKSQX5734V,VALID,0714,VALID,2004-01-12,False,22.2,Jaipur,Rajasthan,False,,False,Unemployed,2024-08-18 00:00:00,False,VERIFIED,LOW,2
USR22034,USR22034,Hitesh Toor,EBTIY8736O,VALID,7420,VALID,1992-10-27,False,33.4,Jalandhar,Punjab,False,22454.0,False,Self Employed,2024-02-02 01:17:36,False,VERIFIED,LOW,1
USR22035,USR22035,Mohini Ravi,BKFOY8715R,VALID,,INVALID,2007-03-01,False,19.1,Chennai,Tamil Nadu,False,41723.0,False,Gig Worker,2025-12-05 05:25:00,False,REJECTED,LOW,1
USR22037,USR22037,Maanav Khurana,GRQPX0096Q,VALID,3096,VALID,2002-09-14,False,23.5,Amritsar,Punjab,False,39454.0,False,Gig Worker,2024-04-02 14:11:10,False,PENDING,MEDIUM,1
USR22040,USR22040,Bhavna Mohanty,,INVALID,,INVALID,1992-07-12,False,33.7,Hyderabad,Telangana,False,42651.0,False,Freelancer,2026-03-07 00:00:00,False,VERIFIED,MEDIUM,1
USR22043,USR-22043,Vedhika Nadig,QZEXZ5030Q,VALID,8501,VALID,1965-04-28,False,60.9,Hyderabad,Telangana,False,20995.0,False,Retired,2025-03-09 00:00:00,False,REJECTED,LOW,4
USR22044,usr22044,Arjun Dutt,PFJRI0975J,VALID,1353,VALID,1988-01-27,False,38.2,Mumbai,Maharashtra,False,15776.0,False,Business Owner,,False,VERIFIED,LOW,1
USR22047,USR22047,Aahana Dani,,INVALID,6313,VALID,1998-12-14,False,27.3,Mumbai,Maharashtra,False,13904.0,False,Freelancer,2024-05-20 00:00:00,False,VERIFIED,LOW,1
USR22048,USR 22048,Nicholas Manne,,MISSING,6578,VALID,1976-10-16,False,49.5,Amritsar,Punjab,False,40156.0,False,Business Owner,2025-10-02 12:11:00,False,VERIFIED,LOW,1
USR22051,USR22051,Theodore Bhargava,TNGDP6781E,VALID,6764,VALID,1989-06-23,False,36.8,Pune,Maharashtra,False,16845.0,False,Freelancer,2024-08-16 00:00:00,False,VERIFIED,LOW,1
USR22053,USR22053,Sanaya Swamy,XFEYA7443C,VALID,4056,VALID,1992-04-09,False,34.0,Jaipur,Rajasthan,False,22871.0,False,Unemployed,2024-08-10 01:23:49,False,VERIFIED,LOW,1
USR22054,USR22054,Andrew Vasa,TBLWZ4728C,VALID,2849,VALID,1979-03-28,False,47.0,Delhi,Delhi,False,18125.0,True,Salaried,2026-03-13 20:50:30,False,VERIFIED,LOW,1
USR22055,usr_22055,Avi Rana,QQCQC3263S,VALID,6272,VALID,1977-06-04,False,48.8,Hyderabad,Telangana,False,59581.0,False,Self Employed,2024-02-07 09:05:00,False,VERIFIED,LOW,1
USR22057,22057,Raagini Konda,XNQVA3233L,VALID,9902,MASKED,1979-01-05,False,47.2,Amritsar,Punjab,False,39391.0,False,Salaried,2024-12-05 23:24:00,False,VERIFIED,LOW,1
USR22059,USR22059,Chatura Goyal,FJEEK9102A,VALID,,MISSING,1991-10-25,False,34.4,Pune,Maharashtra,False,16201.0,False,Farmer,2025-07-08 00:00:00,False,VERIFIED,LOW,1
USR22065,USR 22065,Faris Chowdhury,KKLJG0060I,VALID,1615,VALID,2006-10-08,False,19.5,Jaipur,Rajasthan,False,24434.0,False,Retired,2024-07-03 17:45:00,False,VERIFIED,MEDIUM,1
USR22066,usr_22066,Bhavini Venkataraman,QZETA5649S,VALID,,MISSING,1989-07-03,False,36.7,Delhi,Delhi,False,26105.0,False,Self Employed,2026-03-19 04:00:00,False,VERIFIED,MEDIUM,2
USR22069,USR22069,Yochana Din,QYJMJ4695I,VALID,,INVALID,2003-02-20,False,23.1,Hyderabad,Telangana,False,16400.0,False,Self Employed,,False,VERIFIED,LOW,1
USR22071,22071,Sai Banerjee,BXUCB8377V,VALID,0568,VALID,,False,,Bengaluru,Karnataka,False,29319.0,False,Student,2025-05-30 00:00:00,False,REJECTED,UNKNOWN,1
USR22081,USR22081,Charan Sidhu,GIPDI6777I,VALID,,MISSING,2005-10-23,False,20.4,Bengaluru,Karnataka,False,20646.0,False,Gig Worker,2024-03-10 16:30:00,False,VERIFIED,LOW,1
USR22082,USR22082,Zarna Char,MWVIB1672O,VALID,2254,VALID,1982-01-30,False,44.2,Hyderabad,Telangana,False,16042.0,False,Gig Worker,2024-09-29 00:00:00,False,IN_REVIEW,LOW,1
USR22084,USR22084,Akshay Bali,IXUWW7079E,VALID,2238,VALID,,False,,Delhi,Delhi,False,37403.0,False,Salaried,2025-08-10 00:18:10,False,IN_REVIEW,LOW,1
USR22086,USR22086,Sathvik Bobal,SRTGL1395R,VALID,7809,VALID,2004-01-06,False,22.2,Lucknow,Uttar Pradesh,False,23681.0,True,Unemployed,2026-01-16 14:46:00,False,VERIFIED,HIGH,2
USR22090,usr_22090,Rudra Dora,AJBKB8506J,VALID,2785,VALID,1996-01-29,False,30.2,Mumbai,Maharashtra,False,,False,Business Owner,2025-06-23 00:00:00,False,IN_REVIEW,MEDIUM,1
USR22091,USR22091,Banjeet Borah,KIASJ2695D,VALID,9080,MASKED,1984-03-16,False,42.0,Jalandhar,Punjab,False,99700.0,False,Student,2024-06-08 22:28:38,False,VERIFIED,LOW,1
USR22093,USR22093,Jairaj Biswas,PDJUS9308Y,VALID,8741,VALID,1984-01-16,False,42.2,Mumbai,Maharashtra,False,33107.0,False,Farmer,2026-01-13 00:00:00,False,VERIFIED,UNKNOWN,2
USR22094,USR 22094,Nisha Ganesan,WLMIH5865G,VALID,4336,VALID,1998-10-13,False,27.5,Jalandhar,Punjab,False,18000.0,False,Self Employed,2025-09-06 21:20:42,False,VERIFIED,LOW,1
USR22095,USR22095,Fiyaz Sagar,,INVALID,8721,MASKED,1995-06-22,False,30.8,Ludhiana,Punjab,False,,False,Student,,False,VERIFIED,LOW,1
USR22097,USR22097,Arunima Nath,,MISSING,5370,MASKED,,False,,Amritsar,Punjab,False,70900.0,False,Unemployed,2024-05-19 00:00:00,False,VERIFIED,LOW,2
USR22098,USR22098,William Shetty,LDVJB3982R,VALID,0864,VALID,1988-10-24,False,37.4,Pune,Maharashtra,False,22420.0,False,Unemployed,2026-03-02 00:00:00,False,PENDING,LOW,3
USR22105,22105,Dominic Deshmukh,HZKAV4949V,VALID,7871,VALID,1969-01-05,False,57.2,Ludhiana,Punjab,False,29000.0,False,Freelancer,2025-10-05 00:00:00,False,VERIFIED,LOW,1
USR22115,USR-22115,Harrison Sankaran,HQMSD1273Q,VALID,,MISSING,2002-11-15,False,23.4,Amritsar,Punjab,False,12923.0,False,Farmer,,False,IN_REVIEW,HIGH,1
USR22116,USR22116,Adweta Sandal,IOEXH8174Z,VALID,,MISSING,1988-06-14,False,37.8,Kolkata,West Bengal,False,12372.0,False,Salaried,2025-06-15 00:00:00,False,PENDING,MEDIUM,2
USR22117,USR22117,Vedant Kanda,HUNAS3308M,VALID,8787,VALID,1985-11-02,False,40.4,Jaipur,Rajasthan,False,19918.0,False,Student,2024-10-10 00:00:00,False,VERIFIED,MEDIUM,1
USR22118,USR-22118,Bakhshi Nayar,IZEEF9272K,VALID,7502,VALID,2006-04-12,False,20.0,Jalandhar,Punjab,False,18700.0,False,Farmer,2025-10-14 00:00:00,False,REJECTED,LOW,1
USR22122,USR-22122,Yashodhara Morar,RHXAS6366J,VALID,,INVALID,1996-04-18,False,29.9,Hyderabad,Telangana,False,23689.0,False,Freelancer,2025-12-14 00:00:00,False,VERIFIED,MEDIUM,1
USR22125,USR22125,Lohit Kar,CYTZO1848J,VALID,2406,VALID,1988-02-07,False,38.1,Kolkata,West Bengal,False,17164.0,False,Unemployed,2025-01-10 03:33:00,False,VERIFIED,MEDIUM,1
USR22127,USR22127,Advay Dixit,LPYQZ4928Q,VALID,8478,VALID,,False,,Delhi,Delhi,False,21591.0,False,Gig Worker,2025-02-21 20:16:17,False,VERIFIED,MEDIUM,1
USR22130,USR 22130,Yutika Shenoy,,INVALID,5116,MASKED,1966-07-24,False,59.7,Ludhiana,Punjab,False,28200.0,False,Retired,2025-08-27 00:00:00,False,REJECTED,HIGH,1
USR22132,USR 22132,Ucchal Suresh,,MISSING,5184,VALID,1971-07-23,False,54.7,Amritsar,Punjab,False,68539.0,False,Student,2025-12-20 00:00:00,False,VERIFIED,UNKNOWN,1
USR22134,USR22134,Ekaraj Toor,EBLXA3061T,VALID,8424,VALID,,False,,Chennai,Tamil Nadu,False,102943.0,False,Unemployed,2026-02-21 23:44:00,False,REJECTED,LOW,1
USR22139,22139,Jason Ramanathan,TDTUO9781O,VALID,0069,VALID,1970-01-06,False,56.2,Hyderabad,Telangana,False,27397.0,False,Self Employed,2025-01-14 00:00:00,False,VERIFIED,MEDIUM,1
USR22141,USR22141,Anirudh Chowdhury,RUCWY8832G,VALID,9352,VALID,1962-02-02,False,64.2,Lucknow,Uttar Pradesh,False,29246.0,False,Student,2024-06-13 00:00:00,False,REJECTED,LOW,1
USR22146,USR22146,Pavani Narain,,INVALID,3218,VALID,1990-08-25,False,35.6,Hyderabad,Telangana,False,64213.0,False,Farmer,2024-08-12 00:00:00,False,VERIFIED,LOW,1
USR22147,usr22147,Tara Chada,FJCVG8283Y,VALID,8848,VALID,1984-09-21,False,41.5,Jalandhar,Punjab,False,70422.0,False,Farmer,2025-03-09 00:00:00,False,VERIFIED,LOW,1
USR22151,USR22151,William Kala,SRDJI5892Y,VALID,0323,VALID,1977-08-24,False,48.6,Hyderabad,Telangana,False,46530.0,True,Salaried,2025-04-13 00:00:00,False,IN_REVIEW,LOW,2
USR22154,USR22154,Hardik Kapadia,CRYFB2251L,VALID,3471,VALID,1979-09-06,False,46.6,Delhi,Delhi,False,26980.0,False,Freelancer,2025-04-06 00:00:00,False,VERIFIED,LOW,2
USR22155,USR22155,Benjamin Gour,PDARZ0405V,VALID,1629,VALID,1986-12-10,False,39.3,Ludhiana,Punjab,False,,False,Salaried,2024-08-08 11:37:00,False,PENDING,LOW,1
USR22157,USR22157,Vivaan Memon,CUSKR5223T,VALID,9175,VALID,1989-01-23,False,37.2,Delhi,Delhi,False,14274.0,False,Salaried,2024-09-02 00:00:00,False,REJECTED,HIGH,2
USR22164,USR22164,Anamika Nair,LRHSR0179D,VALID,2896,VALID,1980-07-04,False,45.7,Mumbai,Maharashtra,False,,False,Gig Worker,2026-01-04 00:00:00,False,PENDING,HIGH,1
USR22170,USR 22170,Rohan Bail,,INVALID,6045,MASKED,1975-10-19,False,50.4,Jalandhar,Punjab,False,23681.0,False,Salaried,2026-03-03 00:00:00,False,VERIFIED,LOW,2
USR22171,USR22171,Nikita Prasad,,INVALID,8211,VALID,2002-12-29,False,23.3,Pune,Maharashtra,False,15297.0,False,Gig Worker,2024-11-18 17:05:00,False,VERIFIED,MEDIUM,1
USR22174,usr_22174,Baljiwan Chander,SRLIS2133Q,VALID,5218,VALID,1960-02-09,False,66.1,Jalandhar,Punjab,False,37657.0,False,Farmer,2025-07-26 00:00:00,False,VERIFIED,LOW,1
USR22183,usr_22183,Aayush Amble,,MISSING,8262,VALID,1970-06-16,False,55.8,Hyderabad,Telangana,False,27225.0,False,Student,2026-01-11 00:00:00,False,VERIFIED,LOW,1
USR22184,USR-22184,Faqid Chakrabarti,,MISSING,2745,VALID,2004-03-14,False,22.0,Mumbai,Maharashtra,False,32311.0,False,Gig Worker,2026-03-25 00:00:00,False,VERIFIED,MEDIUM,1
USR22189,USR22189,Gauri Dass,NQTVM8182S,VALID,8254,VALID,1975-01-07,False,51.2,Jalandhar,Punjab,False,29416.0,False,Retired,2025-05-14 00:00:00,False,VERIFIED,LOW,1
USR22190,USR22190,Nidhi Sankar,FRSUW3982D,VALID,1036,MASKED,2007-01-16,False,19.2,Jalandhar,Punjab,False,26870.0,False,Self Employed,2025-12-20 06:33:39,False,VERIFIED,LOW,2
USR22192,USR22192,Aarini Dube,EHNFB2239X,VALID,1962,VALID,1986-01-08,False,40.2,Amritsar,Punjab,False,54507.0,False,Freelancer,2024-06-12 10:39:37,False,PENDING,HIGH,1
USR22193,USR22193,Henry Srivastava,XYURO4549Q,VALID,5195,VALID,1996-01-01,False,30.2,Ludhiana,Punjab,False,50900.0,False,Salaried,2026-01-04 11:52:13,False,VERIFIED,LOW,2
USR22199,USR22199,Chasmum Jani,KECLX6289G,VALID,1797,VALID,2004-09-06,False,21.6,Amritsar,Punjab,False,44971.0,False,Student,2025-05-14 00:00:00,False,VERIFIED,MEDIUM,1
USR22200,USR22200,Janani Srivastava,SMPAT2946N,VALID,8256,VALID,1985-01-26,False,41.2,Pune,Maharashtra,False,34585.0,False,Gig Worker,2025-01-05 00:00:00,False,VERIFIED,LOW,1
USR22201,USR22201,Vedika Ramakrishnan,APFRF4361W,VALID,8330,VALID,,False,,Mumbai,Maharashtra,False,,False,Retired,2024-07-15 09:49:19,False,REJECTED,MEDIUM,1
USR22206,USR22206,Onveer Gala,GHNYM9883N,VALID,8571,VALID,1990-03-16,False,36.0,Ludhiana,Punjab,False,,False,Student,2024-06-20 00:00:00,False,VERIFIED,LOW,1
USR22207,usr22207,Alka Palan,RENQK1028K,VALID,2428,VALID,1997-09-27,False,28.5,Lucknow,Uttar Pradesh,False,35735.0,False,Salaried,,False,VERIFIED,LOW,1
USR22209,USR-22209,Varenya Nagy,,INVALID,3675,VALID,1984-05-06,False,41.9,Kolkata,West Bengal,False,42279.0,True,Gig Worker,2025-12-30 00:00:00,False,VERIFIED,LOW,1
USR22212,USR22212,Abha Borra,,INVALID,9344,VALID,1963-12-24,False,62.3,Jalandhar,Punjab,False,27810.0,False,Salaried,,False,VERIFIED,HIGH,1
USR22216,USR22216,Bhavya Mukhopadhyay,OMNPR5711T,VALID,9933,VALID,1990-04-21,False,35.9,Amritsar,Punjab,False,11226.0,False,Salaried,2024-11-11 00:00:00,False,VERIFIED,LOW,1
USR22220,USR22220,Sathvik Oza,PODFA2436U,VALID,8562,VALID,1966-03-14,False,60.0,Chennai,Tamil Nadu,False,43402.0,False,Freelancer,2025-03-04 00:00:00,False,VERIFIED,LOW,1
USR22221,USR22221,Xavier Dara,LZWVZ9363G,VALID,0347,VALID,1960-08-27,False,65.6,Lucknow,Uttar Pradesh,False,7996.0,False,Business Owner,2024-12-11 00:00:00,False,VERIFIED,LOW,1
USR22226,USR22226,Saumya Dube,YKYRM4653L,VALID,6295,VALID,1980-06-12,False,45.8,Kolkata,West Bengal,False,28091.0,False,Farmer,2026-01-05 04:23:17,False,REJECTED,LOW,1
USR22231,22231,Ekalinga Saini,APJRT5991Z,VALID,8289,VALID,1965-10-18,False,60.4,Hyderabad,Telangana,False,94363.0,False,Retired,2024-09-22 00:00:00,False,VERIFIED,LOW,1
USR22232,USR22232,Girindra Dar,XYLPR1557S,VALID,8071,VALID,1982-06-19,False,43.8,Bengaluru,Karnataka,False,14268.0,False,Farmer,2025-08-03 05:08:24,False,IN_REVIEW,LOW,2
USR22233,USR22233,Jairaj Kala,ETYLG1542L,VALID,9613,VALID,2006-07-02,False,19.7,Chennai,Tamil Nadu,False,24400.0,False,Farmer,2024-07-16 00:00:00,False,VERIFIED,HIGH,2
